"T700000","C1876775","25/8/87","M","CHENNAI","77827.68","30/8/16","174210","2443"
"T700001","C3021369","1/1/1800","M","KIDS NURSERY MUMBAI","27876.35","30/8/16","174757","220"
"T700002","C2039135","11/9/86","M","NOIDA","26369.11","30/8/16","132630","20.67"
"T700003","C5929048","26/8/94","F","KANPUR","458.19","30/8/16","165411","154"
"T700004","C4792427","14/4/85","M","JAIPUR","9180.72","30/8/16","163959","20"
"T700005","C6223553","9/7/83","M","MUMBAI","7876.47","30/8/16","131505","90"
"T700006","C4395563","1/1/1800","M","GAUTAM BUDH NAGAR","13.65","30/8/16","132014","1500"
"T700007","C6829569","19/8/97","F","MUMBAI","12847.88","30/8/16","132018","220.55"
"T700008","C1630173","18/9/84","M","NEW DLEHI","27014.33","30/8/16","130059","402.46"
"T700009","C2518550","19/4/09","M","NEW DELHI","954012.73","30/8/16","130320","906"
"T700010","C6319678","28/12/54","M","NEW DELHI","25525.44","30/8/16","33421","2716.62"
"T700011","C5030047","1/1/93","M","KAKINADA ,AP","3750.51","30/8/16","161815","10"
"T700012","C5652720","16/4/88","F","BANGALORE","117356.25","30/8/16","162001","761"
"T700013","C1620770","28/12/91","M","THANE","10170.01","30/8/16","161937","29"
"T700014","C5961223","4/1/89","M","NEW DELHI","1647662.44","30/8/16","163115","91"
"T700015","C4717165","21/10/91","F","MUMBAI","311593.89","30/8/16","162947","3067.91"
"T700016","C5721833","14/11/80","M","DELHI","185.68","30/8/16","161724","50"
"T700017","C6118639","1/1/1800","M","OPP HERITAGE BANGALORE","3458666.34","30/8/16","161859","600"
"T700018","C7532076","1/1/88","F","CHANDIGARH","390793.14","30/8/16","155759","499"
"T700019","C7339352","24/1/60","M","GHAZIABAD","14301.55","30/8/16","155911","676"
"T700020","C1494366","13/6/78","F","AGRA","7769.27","30/8/16","155820","390"
"T700021","C6079766","27/12/87","M","LUCKNOW","5435.1","30/8/16","160006","650"
"T700022","C4914075","5/7/87","M","GURGAON","1357.33","30/8/16","160855","50.4"
"T700023","C2830149","28/3/94","M","SURAT","70879.58","30/8/16","182532","100"
"T700024","C5315351","30/6/76","M","RANGA REDDY","6811.78","30/8/16","183559","300"
"T700025","C2842631","15/4/88","F","BANGALORE","93684.15","30/8/16","133712","265"
"T700026","C5751119","20/6/82","M","RAIPUR","1016.44","30/8/16","152056","200"
"T700027","C6716431","1/1/1800","M","HYDERABAD","55369688.16","30/8/16","151842","2329.48"
"T700028","C2142639","27/11/72","F","MUMBAI","275221.71","30/8/16","152249","1305.81"
"T700029","C8112923","1/1/1800","M","MANGALORE","85886.58","30/8/16","150140","9792"
"T700030","C7315565","16/11/78","M","NEW DELHI","78495.2","30/8/16","150156","1090"
"T700031","C4438933","11/8/73","M","GURGAON","67459.35","30/8/16","132650","166"
"T700032","C1888258","3/12/90","M","NEW DELHI","13677.82","30/8/16","132700","757"
"T700033","C5842328","1/1/1800","M","NEW DELHI","264776.35","30/8/16","150120","371"
"T700034","C5413917","10/7/78","M","JAIPUR","30724.13","30/8/16","150123","500"
"T700035","C5136580","26/1/75","F","MANALI (21/26) KULLU","192035.79","30/8/16","130251","1512.75"
"T700036","C2039851","4/2/88","M","BANGALORE","35781.54","30/8/16","155901","1140"
"T700037","C2431243","29/4/87","F","FARIDABAD","73.47","30/8/16","152000","707.93"
"T700038","C2819450","30/7/74","F","DELHI","30222.73","30/8/16","152854","25000"
"T700039","C1332312","30/8/90","M","PANIPAT","16703.52","30/8/16","122906","366"
"T700040","C4937063","25/1/85","M","SAHARANPUR","14210.74","30/8/16","153319","809.2"
"T700041","C1943350","20/3/84","M","CHANDIGARH","40269.74","30/8/16","153851","1500"
"T700042","C4088657","13/9/88","M","COIMBATORE","323.53","30/8/16","153632","630"
"T700043","C3915283","10/2/92","M","LUCKNOW","3829.07","30/8/16","152517","299"
"T700044","C9099628","12/10/94","M","GWALIOR","1.44","30/8/16","152522","50"
"T700045","C8439992","1/8/84","M","BHAGALPUR","334.07","30/8/16","165208","150"
"T700046","C6215768","1/1/90","F","DELHI","5371.27","30/8/16","163748","159.98"
"T700047","C6417574","13/10/93","M","BANGA","1729.04","30/8/16","173847","190"
"T700048","C5113385","13/8/89","M","CO-OPERATIVE NEW DELHI","9625.39","30/8/16","184804","108"
"T700049","C7221372","25/7/61","M","MANGALORE","17123.59","30/8/16","174704","1467"
"T700050","C1867392","13/1/65","F","KHARAGPUR","21459.1","30/8/16","163918","1048"
"T700051","C2638481","2/6/82","M","LUDHIANA","84662.81","30/8/16","163552","5680"
"T700052","C6729323","25/11/80","M","THANE","","30/8/16","164242","190"
"T700053","C4740013","4/3/89","M","NOIDA","77.8","30/8/16","172403","1259"
"T700054","C6226989","1/1/1800","M","MUMBAI","81172.67","30/8/16","172025","100"
"T700055","C4840480","1/1/1800","M","JALANDHAR","730874.61","30/8/16","130144","2200"
