"T550000","C8936828","15/8/82","M","FARIDABAD","107.11","23/8/16","183841","270"
"T550001","C2638677","9/8/90","F","BELGAUM","247674.71","23/8/16","175143","4412.2"
"T550002","C2831312","22/2/88","F","NAVI MUMBAI","2577.38","22/8/16","112809","395"
"T550003","C1559527","1/1/1800","M","CHANDIGARH","78541.99","22/8/16","24500","1064"
"T550004","C4829650","21/11/87","M","DELHI","162917.48","22/8/16","34543","267"
"T550005","C2725962","24/5/89","M","FARIDABAD","35584.62","22/8/16","51832","148"
"T550006","C3635371","18/7/91","F","ROAD SAKET NEW DELHI","11471.6","22/8/16","102432","50"
"T550007","C3035814","8/12/88","M","HYDERABAD","0.58","22/8/16","95024","98"
"T550008","C6729931","7/8/82","M","PATIALA","66304.94","22/8/16","101704","500"
"T550009","C4615923","20/5/94","M","MUMBAI","8.03","22/8/16","95358","10"
"T550010","C1811461","28/3/76","M","SURAT","45451.28","22/8/16","94612","320"
"T550011","C8570852","21/10/85","M","VADODARA","3995.32","22/8/16","92809","189"
"T550012","C2039034","20/5/90","M","GREATER NOIDA","30218.06","22/8/16","105027","50"
"T550013","C1698942","2/8/76","M","DELHI","57323.47","22/8/16","103701","350"
"T550014","C8724981","10/7/80","M","RANGA REDDY","107174.87","22/8/16","104100","2000"
"T550015","C1566066","3/4/90","M","HOWRAH","12564.27","22/8/16","30038","1209"
"T550016","C1818524","1/1/1800","M","ANDHERI ROAD ANDHERI EAST MUMBAI","352189.48","22/8/16","23058","5244"
"T550017","C2026762","10/12/84","M","DELHI","267234.49","22/8/16","104653","120"
"T550018","C2420419","14/4/89","M","CHENNAI","39794.62","22/8/16","104432","205"
"T550019","C5919738","1/1/1800","M","DELHI","190633.47","22/8/16","104216","1199.51"
"T550020","C1515175","8/6/83","M","DEESA","86552.91","22/8/16","104103","65"
"T550021","C8433151","30/10/82","M","BANGALORE","31109.84","23/8/16","170304","500"
"T550022","C4739376","20/12/86","M","MUMBAI","42794.58","23/8/16","174438","180"
"T550023","C3635311","26/12/92","M","RANCHI","107260.2","23/8/16","174617","150"
"T550024","C8728428","29/7/86","M","NAGERCOIL","31061.34","23/8/16","174714","30"
"T550025","C7813529","19/1/67","F","NOIDA","326313.91","23/8/16","174621","2530"
"T550026","C5026426","22/8/76","M","NEW DELHI","6730.69","23/8/16","185624","330"
"T550027","C6121378","29/10/88","M","VISAKHAPATNAM","1681.45","23/8/16","190126","50"
"T550028","C2015734","20/6/71","M","GREATER NOIDA","488975.77","23/8/16","190126","1250"
"T550029","C2017720","11/12/82","M","NEW DELHI","35091.59","23/8/16","191003","459.8"
"T550030","C4619244","5/12/82","F","NAVI MUMBAI","57260.17","23/8/16","192450","2040"
"T550031","C2130322","7/9/93","M","BANGALORE","1197.25","23/8/16","192636","30"
"T550032","C8521362","25/7/61","M","MANGALORE","17123.59","23/8/16","192642","996"
"T550033","C5713946","10/10/49","F","CHANDIGARH","200891.71","23/8/16","201022","1000"
"T550034","C6620633","24/2/79","M","THIRUVANANTHAPURAM","33293.29","23/8/16","201141","515"
"T550035","C3129932","25/12/91","M","PUNE","173.64","23/8/16","200239","340"
"T550036","C9014862","9/8/81","M","NAGPUR","25130.54","23/8/16","200303","711"
"T550037","C8936271","7/7/86","M","FARIDABAD","26215.14","23/8/16","200511","680"
"T550038","C3817419","17/8/84","M","CHANDIGARH","387982","23/8/16","185250","278"
"T550039","C8225339","18/1/86","M","NEW DELHI","106268.78","23/8/16","185301","70"
"T550040","C3540968","22/12/93","F","GHAZIABAD","20469.13","23/8/16","185803","104"
